"id","status","address","address_google","location_type","pnt"
1,"OK","8565 Horseshoe Lane
Potomac, MD 20854","8565 Horseshoe Ln, Rockville, MD 20854, USA","ROOFTOP",c(-77.2179078, 38.9966204)
1,"OK","18235 Clagett Landing Road
Upper Marlboro, MD 20774
When you pull in, our store and parking lot are to the left.","18235 Clagett Landing Rd, Upper Marlboro, MD 20774, USA","ROOFTOP",c(-76.6868448, 38.8733271)
1,"OK","10151 Gorman Rd
Laurel, MD 20723","10151 Gorman Rd, Laurel, MD 20723, USA","ROOFTOP",c(-76.861989, 39.148883)
1,"OK","1 South Summit Avenue
Gaitherbsurg, MD 20877","1 S Summit Ave, Gaithersburg, MD 20877, USA","RANGE_INTERPOLATED",c(-77.1933739, 39.1421282)
1,"OK","19715 Zion Rd
Brookeville, MD 20833","19715 Zion Rd, Brookeville, MD 20833, USA","ROOFTOP",c(-77.0913672, 39.1799589)
1,"OK","1047 Saint Stephens Church Rd
Crownsville, MD 21032
On-site parking","1047 St Stephens Church Rd, Crownsville, MD 21032, USA","ROOFTOP",c(-76.653228, 39.036153)
1,"OK","W Bay Front
Lothian, MD 20711","W Bay Front Rd, Lothian, MD 20711, USA","GEOMETRIC_CENTER",c(-76.6367917, 38.7846376)
1,"OK","13355 Poplar Hill Rd
Waldorf, MD 20601
We are not able to accept visitors to the farm at this time, but hope to in the near future. Please visit us at one of our farmers markets, which you can find listed on our website!","13355 Poplar Hill Rd, Waldorf, MD 20601, USA","ROOFTOP",c(-76.848256, 38.611808)
1,"OK","14010 Montevideo Road
Poolesville, MD 20837","14010 Montevideo Rd, Poolesville, MD 20837, USA","RANGE_INTERPOLATED",c(-77.3445908, 39.0853005)
1,"OK","4979 Sheppard Lane
Ellicott City, MD 21042
The farm store is open in the middle of the farm seven days per week. From the entrance, proceed around the loop until you see the red barn where the store is located.","4979 Sheppard Ln, Ellicott City, MD 21042, USA","ROOFTOP",c(-76.9328909, 39.2360812)
1,"OK","21808 Woodfield Road
Gaithersburg, MD 20882","21808 Woodfield Rd, Gaithersburg, MD 20882, USA","ROOFTOP",c(-77.172724, 39.213449)
1,"OK","10500 State Route 108
Ellicott City, MD 21042
Our farm store is our Castle Store! It looks like a white castle! Come on into the entrance of Clark's Elioak Petting Farm and into our Castle Store to shop for our meats and produce. During July & August our meats and produce can be found at our Roadside Market, on our farm along Route 108. Order ahead on our Online Store https://www.1000ecofarms.com/go/clarksfarm Curbside Pick up Available too.","10500 Clarksville Pike, Ellicott City, MD 21042, USA","ROOFTOP",c(-76.8766455, 39.2364467)
1,"OK","22222 Davis Mill Road
Germantown, MD 20876","22222 Davis Mill Rd, Germantown, MD 20876, USA","ROOFTOP",c(-77.2232222, 39.2214353)
1,"OK","369 Fairhaven Rd
Tracys Landing, MD 20779","369 Fairhaven Rd, Tracys Landing, MD 20779, USA","ROOFTOP",c(-76.563755, 38.752883)
1,"OK","PO Box 162
Boyds, MD 20841","15300 Barnesville Rd, Boyds, MD 20841, USA","ROOFTOP",c(-77.3167569, 39.1858323)
1,"OK","5811 Sunderland Court
Sunderland, MD 20689","5811 Sunderland Ct, Sunderland, MD 20689, USA","ROOFTOP",c(-76.590851, 38.654491)
1,"OK","1509Frederick Rd.
West Friendship, MD 21794","1509 Frederick Rd, Catonsville, MD 21228, USA","RANGE_INTERPOLATED",c(-76.747342, 39.2682839)
1,"OK","15 Mellor Avenue
Catonsville, MD 21228","15 Mellor Ave, Catonsville, MD 21228, USA","ROOFTOP",c(-76.7331561, 39.2699306)
1,"OK","West Harris Rd
Dickerson, MD 20842
Please call before coming. Visiting Hours: Please call. https://www.amaranthacres.com","W Harris Rd, Dickerson, MD 20842, USA","GEOMETRIC_CENTER",c(-77.3901993, 39.2322159)
1,"OK","565 River Road
Sykesville, MD 21784","565 River Rd, Sykesville, MD 21784, USA","ROOFTOP",c(-76.954104, 39.3563753)
1,"OK","Conaway Municipal Parking Lot
27 Railroad Ave
Westminster, MD 21157","27 Railroad Ave, Westminster, MD 21157, USA","GEOMETRIC_CENTER",c(-76.9933774, 39.5764316)
1,"OK","3 North Main Street
Mount Airy, MD 21771
","3 N Main St, Mt Airy, MD 21771, USA","ROOFTOP",c(-77.1533736, 39.3764553)
1,"OK","3811 Park Heights Avenue
Baltimore, MD 21215
Walk through the garden and meet us near the big Hoop House. Street parking available. Hope to soo you when the weather gets better. <U+0001F95D><U+0001F350><U+0001F34C><U+0001F951><U+0001F345>","3811 Park Heights Ave, Baltimore, MD 21215, USA","ROOFTOP",c(-76.660689, 39.332546)
1,"OK","2801 St. Lo Drive
Baltimore, MD 21213","2801 St Lo Dr, Baltimore, MD 21213, USA","ROOFTOP",c(-76.5869547, 39.3189267)
1,"OK","Stevensville, MD 21666","Stevensville, MD 21666, USA","APPROXIMATE",c(-76.3143999, 38.9806679)
1,"OK","Camper Circle & Summit Rd
Tilghman, MD 21671","Camper Cir, Tilghman Island, MD 21671, USA","GEOMETRIC_CENTER",c(-76.3300186, 38.7190943)
1,"OK","717 MULLER RD
WESTMINSTER, MD 21157","717 Muller Rd, Westminster, MD 21157, USA","ROOFTOP",c(-77.0187324, 39.4726144)
1,"OK","120 Main Street
Reisterstown, MD 21136
","120 Main St, Reisterstown, MD 21136, USA","ROOFTOP",c(-76.8299472, 39.4657708)
1,"OK","14155 River Road
Newburg, MD 20664","14155 River Rd, Newburg, MD 20664, USA","ROOFTOP",c(-76.859534, 38.320071)
1,"OK","1994 Cromwell Bridge Road
Baltimore, MD 21234
","1994 Cromwell Bridge Rd, Parkville, MD 21234, USA","ROOFTOP",c(-76.5529311, 39.4084454)
1,"OK","1994 Cromwell Bridge Road
Baltimore, MD 21234
","1994 Cromwell Bridge Rd, Parkville, MD 21234, USA","ROOFTOP",c(-76.5529311, 39.4084454)
1,"OK","2526 Proctor Lane
Parkville, MD 21234","2526 Proctor Ln, Parkville, MD 21234, USA","GEOMETRIC_CENTER",c(-76.5356367, 39.4074969)
1,"OK","5425 Mount Gilead Road
Reisterstown, MD 21136
From Baltimore: Take I-695 to Exit 19 (I-795, Northwest Expressway). Travel 10 miles and take Exit 9B for MD-140 West. Continue onto MD-140 W for three miles, then turn right onto MD-91 N/Emory Road Travel 4.7 miles and turn right onto MD-30 S. In 1.9 miles, turn right onto Mt. Gilead Road. Go around the curve to a stop sign and follow signs pointing �Pearlstone Retreat Center� and ""UPick"".","5425 Mt Gilead Rd, Reisterstown, MD 21136, USA","ROOFTOP",c(-76.8460721, 39.5180351)
1,"OK","12102 Coppermine Road
Union Bridge, MD 21791
On-farm sales by appointment only Please turn into our long dirt drive at our faded white farm sign. Proceed to the white farm house with a red metal roof unless otherwise arranged in advance.","12102 Coppermine Rd, Union Bridge, MD 21791, USA","ROOFTOP",c(-77.24608, 39.520466)
1,"OK","5533 Glenview Rd
Glen Arm, MD 21057","5533 Glenview Rd, Glen Arm, MD 21057, USA","ROOFTOP",c(-76.480956, 39.425412)
1,"OK","10701 Dorcus Rd
Woodsboro, MD 21798","10701 Dorcus Rd, Woodsboro, MD 21798, USA","ROOFTOP",c(-77.2829551, 39.5236201)
1,"OK","920 Bird River Beach Rd.
Middleriver, MD 21220","920 Bird River Beach Rd, Middle River, MD 21220, USA","RANGE_INTERPOLATED",c(-76.3905457, 39.3693592)
1,"OK","6600B Roy Shafer Rd
Middletown, MD 21769
Our farm is not visible from the road (there is a sign at the street) but drive up the lane and you'll see our big red barn from the top of the hill.","6600B Roy Shafer Rd, Middletown, MD 21769, USA","ROOFTOP",c(-77.5568685, 39.4142695)
1,"OK","4851 Long Green Rd
Glen Arm, MD 21057","4851 Long Green Rd, Glen Arm, MD 21057, USA","ROOFTOP",c(-76.50959, 39.467829)
1,"OK","16813 Yeoho Road
Sparks, MD 21152","16813 Yeoho Rd, Sparks Glencoe, MD 21152, USA","ROOFTOP",c(-76.738673, 39.584856)
1,"OK","7326 Bell Lane
Whaleyville, MD 21782
Pick ups are at Ocean Pines Farmers' Market Saturday mornings from 8a-1p and also at the Whaleyville location by arrangement. We have a Salisbury MD and Sussex county DE host site if we can find enough people interested to support a site.","7326 Bell Ln, Whaleyville, MD 21872, USA","ROOFTOP",c(-75.325008, 38.38194)
1,"OK","2909 Byrd Road
Pocomoke City, MD 21851","2909 Byrd Rd, Pocomoke City, MD 21851, USA","ROOFTOP",c(-75.5247459, 38.078197)
1,"OK","West Green Street
Snow Hill, MD 21863","W Green St, Snow Hill, MD 21863, USA","GEOMETRIC_CENTER",c(-75.3945061, 38.1769543)
1,"OK","12728 Jarvis Rd
Bishopville, MD 21813","12728 Jarvis Rd, Bishopville, MD 21813, USA","ROOFTOP",c(-75.194578, 38.42874)
1,"OK","239 Ocean Parkway
Ocean Pines, MD 21811","239 Ocean Pkwy, Ocean Pines, MD 21811, USA","ROOFTOP",c(-75.160072, 38.3992566)
1,"OK","North Main Street
Berlin, MD 21811","N Main St, Berlin, MD 21811, USA","GEOMETRIC_CENTER",c(-75.2204322, 38.3290273)
1,"OK","8816 Stephen Decatur Hgwy
Berlin, MD 21811","8816 Stephen Decatur Hwy, Berlin, MD 21811, USA","ROOFTOP",c(-75.1388964, 38.3019736)
1,"OK","Center Court of LaVale Country Club Mall
Cumberland, MD 21502","1262 Vocke Rd, Cumberland, MD 21502, USA","ROOFTOP",c(-78.8351692, 39.6264271)
1,"OK","113 Baltimore Street
Cumberland, MD 21502","113 Baltimore St, Cumberland, MD 21502, USA","ROOFTOP",c(-78.7608374, 39.6515731)
1,"OK","Cumberland Downtown Pedestrian Mall
Cumberland, MD 21502","Cumberland, MD 21502, USA","GEOMETRIC_CENTER",c(-78.7614172, 39.651601)
1,"OK","11832 Assateague Rd
Berlin, MD 21811","11832 Assateague Rd, Berlin, MD 21811, USA","GEOMETRIC_CENTER",c(-75.1535348, 38.2903484)
1,"OK","Downtown Frostburg Main Street
Frostburg, MD 21532","E Main St, Frostburg, MD 21532, USA","GEOMETRIC_CENTER",c(-78.920092, 39.6538429)
1,"OK","1285 Hare Hollow Rd
Grantsville, MD 21536","1285 Hare Hollow Rd, Grantsville, MD 21536, USA","ROOFTOP",c(-79.169557, 39.668065)
1,"OK","1916 Maryland Hwy, Ste A
Oakland, MD 21550","1916 Maryland Hwy Ste A, Oakland, MD 21550, USA","ROOFTOP",c(-79.3653436, 39.3996035)
1,"OK","2nd Street & Town Park Lane
Oakland, MD 21550","118 E 2nd St, Bartlesville, OK 74003, USA","ROOFTOP",c(-95.9761169, 36.752083)
1,"OK","110 DeBerry Lane
Oakland, MD 21550","110 Deberry Ln, Oakland, MD 21550, USA","RANGE_INTERPOLATED",c(-79.378054, 39.4419159)
