"id","status","address","address_google","location_type","pnt"
1,"OK","401 Raines Tavern Rd.
Farmville, VA 23901
Please contact us to arrange a farm visit.","401 Raines Tavern Rd, Farmville, VA 23901, USA","ROOFTOP",c(-78.4223239, 37.3732148)
1,"OK","6460 Showalter Rd.
Mount Crawford, VA 22841","6460 Showalter Rd, Mt Crawford, VA 22841, USA","ROOFTOP",c(-78.8435066, 38.3004845)
1,"OK","41 Tall Pines Lane
Hillsville, VA 24343
Go east on the Rt. 58 bypass around Hillsville, and at the very end of the 4 lane section, turn left onto Rt. 820, Freemont Rd. Go about one half mile and turn right at our Silver Maples Farm sign. From that point simply follow the signs directly to our home based farm stand.","41 Tall Pines Ln, Hillsville, VA 24343, USA","ROOFTOP",c(-80.6813579, 36.7681396)
1,"OK","1005 Pilot View Road
Hillsville, VA 24343
Located between mile marker 187 & 188 off the Blue Ridge Parkway","1005 Pilot View Rd, Hillsville, VA 24343, USA","ROOFTOP",c(-80.5175372, 36.6493833)
1,"OK","224 Cox Ridge Road
Claudville, VA 24076","224 Cox Ridge Rd, Claudville, VA 24076, USA","ROOFTOP",c(-80.399138, 36.5773767)
1,"OK","224 Cox Ridge Road
Claudville, VA 24076","224 Cox Ridge Rd, Claudville, VA 24076, USA","ROOFTOP",c(-80.399138, 36.5773767)
1,"OK","Ballards Mill Rd
Free Union, VA 22940","Ballards Mill Rd, Free Union, VA 22940, USA","GEOMETRIC_CENTER",c(-78.599867, 38.1452303)
1,"OK","6600 Blackwells Hollow Road
Crozet, VA 22932
Located on site at Wildrock next to the Patricia Ann Byrom Forest Preserve Park.","Patricia Ann Byrom Forest Preserve, Crozet, VA 22932, USA","GEOMETRIC_CENTER",c(-78.6599389, 38.2253976)
1,"OK","Hillsville, VA 24343","Hillsville, VA 24343, USA","APPROXIMATE",c(-80.7347947, 36.7626282)
1,"OK","159 Shady Lane
Free Union, VA 22940","159 Shady Ln, Free Union, VA 22940, USA","ROOFTOP",c(-78.5921962, 38.2646342)
1,"OK","3655 Nutbush Rd
Victoria, VA 23974","3655 Nutbush Rd, Victoria, VA 23974, USA","ROOFTOP",c(-78.2801872, 37.0346036)
1,"OK","650 Trottinridge Road
Clarksville, VA 23927","650 Trottinridge Rd, Clarksville, VA 23927, USA","ROOFTOP",c(-78.5630976, 36.6916512)
1,"OK","3194 Preddy Creek Rd
Charlottesville, VA 22911
Keep left toward the top of the driveway, following the Atelier Farm signs.","3194 Preddy Creek Rd, Charlottesville, VA 22911, USA","ROOFTOP",c(-78.389719, 38.1622259)
1,"OK","123 W. 21st ST
Norfolk, VA 23517","123 W 21st St, Norfolk, VA 23517, USA","ROOFTOP",c(-76.2862726, 36.8676101)
1,"OK","684 Shillelagh Rd
Chesapeake, VA 23323-6503","684 Shillelagh Rd, Chesapeake, VA 23323, USA","RANGE_INTERPOLATED",c(-76.3101511, 36.7199)
1,"OK","684 Shillelagh Rd
Chesapeake, VA 23323","684 Shillelagh Rd, Chesapeake, VA 23323, USA","RANGE_INTERPOLATED",c(-76.3101511, 36.7199)
1,"OK","4730 Hammock Lane
Norfolk, VA 23518","4730 Hammock Ln, Norfolk, VA 23518, USA","RANGE_INTERPOLATED",c(-76.1851994, 36.9260128)
1,"OK","508 Albemarle Drive
Chesapeake, VA 23322","508 Albemarle Dr, Chesapeake, VA 23322, USA","ROOFTOP",c(-76.2563629, 36.715283)
1,"OK","2928 S. Battlefield Blvd.
Chesapeake , VA 23322
Parking is free. When heading south on the Chesapeake Expressway (168), take the 2nd Hillcrest Pkwy exit, turn right at the WaWa onto S. Battlefield Blvd. We are 2.5 miles from this turn on the right-hand side.","2928 S Battlefield Blvd, Chesapeake, VA 23322, USA","ROOFTOP",c(-76.2111256, 36.6223187)
1,"REQUEST_DENIED","4301 Commuter Dr. #105
Virginia Beach, VA 23462",NA,NA,c(NA, NA)
1,"OK","2073 Beech Grove Rd
JONESVILLE, VA 24263","2073 Beech Grove Rd, Jonesville, VA 24263, USA","ROOFTOP",c(-83.2457532, 36.6139488)
1,"OK","2201 Mt. Pleasant Rd.
Chesapeake, VA 23322","2201 Mt Pleasant Rd, Chesapeake, VA 23322, USA","ROOFTOP",c(-76.141916, 36.711435)
1,"OK","3640 Dam Neck Road
Virginia Beach, VA 23453","3640 Dam Neck Rd, Virginia Beach, VA 23453, USA","ROOFTOP",c(-76.0916844, 36.7768073)
1,"OK","3640 Dam Neck Road
Virginia Beach, VA 23453","3640 Dam Neck Rd, Virginia Beach, VA 23453, USA","ROOFTOP",c(-76.0916844, 36.7768073)
1,"OK","3640 Dam Neck Road
Virginia Beach, VA 23453","3640 Dam Neck Rd, Virginia Beach, VA 23453, USA","ROOFTOP",c(-76.0916844, 36.7768073)
1,"OK","3640 Dam Neck Rd.
Virginia Beach, VA 23453","3640 Dam Neck Rd, Virginia Beach, VA 23453, USA","ROOFTOP",c(-76.0916844, 36.7768073)
1,"OK","13586 Solitude Trail
Machipongo, VA 23405","13586 Solitude Trail, Machipongo, VA 23405, USA","ROOFTOP",c(-75.949834, 37.390234)
1,"OK","4103 Barlow Creek Lane
Eastville, VA 23347","4103 Barlow Creek Ln, Cape Charles, VA 23310, USA","ROOFTOP",c(-75.9683321, 37.3897912)
1,"OK","23184 Seaside Road
Cape Charles, VA 23310","23184 Seaside Rd, Cape Charles, VA 23310, USA","ROOFTOP",c(-75.945533, 37.2627341)
1,"OK","12435 Machipongo Lane
Machipongo, VA 23405","12435 Machipongo Ln, Machipongo, VA 23405, USA","ROOFTOP",c(-75.9010925, 37.4052736)
1,"OK","2200 Princess Anne Road
Virginia Beach, VA 23456
Garden is located at the end of the parking lot. You can park in the cul de sac.","2200 Princess Anne Rd, Virginia Beach, VA 23456, USA","ROOFTOP",c(-76.016184, 36.7599918)
1,"OK","620 19th Street
Virginia Beach, VA 23451","620 19th St, Virginia Beach, VA 23451, USA","ROOFTOP",c(-75.9832066, 36.8455654)
1,"OK","2181 Upton Drive
Virginia Beach, VA 23454","2181 Upton Dr, Virginia Beach, VA 23454, USA","ROOFTOP",c(-76.007955, 36.7577088)
1,"OK","1444 Princess Anne Road
Va. Beach, VA 23456","1444 Princess Anne Rd, Virginia Beach, VA 23456, USA","ROOFTOP",c(-76.0239163, 36.6865233)
1,"OK","31149 O.K. Farms Lane
Painter, VA 23420","31149 Ok Farms Ln, Painter, VA 23420, USA","ROOFTOP",c(-75.8488871, 37.6174892)
1,"OK","1813 Gumbridge rd.
Virginia Beach, VA 23457","1813 Gum Bridge Rd, Virginia Beach, VA 23457, USA","ROOFTOP",c(-76.009437, 36.6747694)
1,"OK","Corner of Market Street & Ames Street
Onancock, VA 23417
Ample parking in lot across the street.","160 Marian Spencer Way, Cincinnati, OH 45202, USA","ROOFTOP",c(-84.5103747, 39.0974957)
1,"OK","25087 Parksley Road
Parksley, VA 23421","25087 Parksley Rd, Parksley, VA 23421, USA","ROOFTOP",c(-75.6406974, 37.7772873)
1,"OK","16476 Hopeton rd
Parksley, VA 23421","16476 Hopeton Rd, Parksley, VA 23421, USA","ROOFTOP",c(-75.6373112, 37.8135144)
