"","Phone","Name","id","status","address","address_google","location_type","pnt"
"46","804 469-3834","C ardinal Hill Farm",1,"OK","19004 Cardinal Drive
Dinwiddie  VA 23841","19004 Cardinal Dr, Dinwiddie, VA 23841, USA","ROOFTOP",c(-77.5754465, 37.1016987)
"47","757 569-9533","C arr Farms",1,"OK","28001 Walters Highway
Carrsville  VA 23315","28001 Walters Hwy, Carrsville, VA 23315, USA","ROOFTOP",c(-76.852305, 36.768869)
"48","540 879-2053","C edar Springs Farm",1,"OK","1771 Liskey Road Harrisonburg VA 22801","1771 Liskey Rd, Harrisonburg, VA 22801, USA","ROOFTOP",c(-78.9310754, 38.4082694)
"49","434 970-3371","C harlottesville City Market",1,"OK","100 E. Water Street Charlottesville  VA 22902","100 E Water St, Charlottesville, VA 22902, USA","ROOFTOP",c(-78.481654, 38.029581)
"50","540 348-5107","C herry Ridge Organic Farm",1,"OK","2715 Walkers Creek Road Middlebrook  VA 24459","2715 Walkers Creek Rd, Middlebrook, VA 24459, USA","ROOFTOP",c(-79.3821241, 37.9676491)
"51","804 751-4401","C hesterfield County Farmers Market",1,"OK","6701 Mimms Loop
Chesterfield  VA 23832","6701 Mimms Loop, Chesterfield, VA 23832, USA","ROOFTOP",c(-77.5051823, 37.376664)
"52","540 668-9828","C hicama Run, LLC",1,"OK","14809 Purcellville Road
Purcellville  VA 20132","14809 Purcellville Rd, Purcellville, VA 20132, USA","ROOFTOP",c(-77.6941219, 39.208185)
"53","276 646-3232","C hilhowie Farmers' Market",1,"OK","325 East Lee Highway Chilhowie  VA 24319","325 E Lee Hwy, Chilhowie, VA 24319, USA","ROOFTOP",c(-81.6803337, 36.8003674)
"54","571 420-8834","C larke County Farmers Market",1,"OK","100 S. Church Street Berryville  VA 22611","100 S Church St, Berryville, VA 22611, USA","ROOFTOP",c(-77.9817935, 39.1501115)
"55","434 374-2435","C larksville Lake Country Chamber of Commerce",1,"OK","105 Second Street
Clarksville  VA 23927","105 2nd St, Clarksville, VA 23927, USA","ROOFTOP",c(-78.5542181, 36.6268473)
"56","276 780-1690","C obb Hill Alpacas",1,"OK","300 Cobb Rd
Rural Retreat  VA 24368","300 Cobb Rd, Rural Retreat, VA 24368, USA","ROOFTOP",c(-81.2335389, 36.9522342)
"57","804 721-3256","C olonial Heights Farmers Market",1,"OK","2600 Boulevard
Colonial Heights  VA 23834","2600 Boulevard, Colonial Heights, VA 23834, USA","ROOFTOP",c(-77.4133574, 37.2644724)
"58",NA,"C ommunity Foodworks-Gainsville Farmers' Market",1,"OK","Gainsville  VA 20155","Gainesville, VA, USA","APPROXIMATE",c(-77.6138802, 38.7956706)
"59",NA,"C ommunity Foodworks-Springfield Farmers' Market",1,"OK","6699 Spring Mall Drive Springfield  VA 22150","6699 Spring Mall Dr, Springfield, VA 22150, USA","ROOFTOP",c(-77.1775352, 38.7736798)
"60","434 390-3017","C onsider The Lilies Farm",1,"OK","3814 Baker Mountain Road Paplin  VA 23958","3814 Baker Mountain Rd, Pamplin, VA 23958, USA","ROOFTOP",c(-78.6774201, 37.2312036)
"61","804 994-9270","D eer Run Farm",1,"OK","1760 Nelsons Bridge Rd.
Hanover  VA 23069","1760 Nelsons Bridge Rd, Hanover, VA 23069, USA","ROOFTOP",c(-77.268258, 37.771953)
"62","757 771-6330","E astern Timberland Farm",1,"OK","2517 Pittmantown Road
Suffolk  VA 23438","2517 Pittmantown Rd, Suffolk, VA 23438, USA","ROOFTOP",c(-76.7890313, 36.5612016)
"63","917 570-0155","E dgewood Miller Farm",1,"OK","5291 Scuffletown Road
Barboursville  VA 22923","5291 Scuffletown Rd, Barboursville, VA 22923, USA","ROOFTOP",c(-78.2828836, 38.2524752)
"64","804 994-2221","E mpress Farm",1,"OK","2336 King William Rd.
Hanover  VA 23069","2336 King William Rd, Hanover, VA 23069, USA","ROOFTOP",c(-77.276427, 37.805003)
"65","540 364-1901","F LOHAS Farms",1,"OK","7069 Catbird Lane
Marshall  VA 20115","7069 Catbird Ln, Marshall, VA 20115, USA","ROOFTOP",c(-77.937349, 38.746357)
"66","703 248-5027","F alls Church Farmers Market",1,"OK","300 Park Avenue
Falls Church  VA 22046","300 Park Ave, Falls Church, VA 22046, USA","ROOFTOP",c(-77.1724663, 38.8856981)
"67","804 658-7189","F amily Heritage Farms",1,"OK","944 Cedar Hill Road Blackstone  VA 23824","944 Cedar Hill Rd, Blackstone, VA 23824, USA","ROOFTOP",c(-77.922331, 37.1939971)
"68","757 306-7006","F arm Fresh Supermarkets",1,"OK","833 Seahawk Circle
Virginia Beach  VA 23452","833 Seahawk Cir, Virginia Beach, VA 23452, USA","ROOFTOP",c(-76.0650073, 36.8127493)
"69","804 767-8570","F arm to Family/The Farm Bus",1,"OK","2817 Mechanicsville Turnpike
Richmond  VA 23223","2817 Mechanicsville Turnpike, Richmond, VA 23223, USA","ROOFTOP",c(-77.4043319, 37.5639156)
"70","804 261-0841","F armers Market @ St. Stephen's",1,"OK","6000 Grove Avenue
Richmond  VA 23226","6000 Grove Ave, Richmond, VA 23226, USA","ROOFTOP",c(-77.5233133, 37.573205)
"71","540 474-5999","F ireside Farm, LLC",1,"OK","5091 Potomac River Road Monterey  VA 24465","5091 Potomac River Rd, Monterey, VA 24465, USA","ROOFTOP",c(-79.5203984, 38.4668835)
"72","703 554-0831","F letcher Farm",1,"OK","57 Blaque Trax Lane Fredericksburg  VA 22406","57 Blaque Trax Ln, Falmouth, VA 22406, USA","ROOFTOP",c(-77.4713176, 38.4142339)
"73","434 591-1950","F luvanna Farmers Market",1,"OK","1730 Thomas Jefferson Pkwy Palmyra  VA 22963","1730 Thomas Jefferson Pkwy, Palmyra, VA 22963, USA","ROOFTOP",c(-78.2950174, 37.8701539)
"74","434 665-5475","F orest Farmers Market",1,"OK","15583 Forest Road Forest  VA 24551","15583 Forest Rd, Forest, VA 24551, USA","ROOFTOP",c(-79.2849735, 37.3649619)
"75","434 531-2733","F orest Lakes Farmers Market",1,"OK","1650 Ashwood Blvd.
Charlottesville  VA 22911","1650 Ashwood Blvd, Charlottesville, VA 22911, USA","ROOFTOP",c(-78.4401369, 38.108668)
"76","804 464-7861","F our Mile Run Farmers & Artisans Market",1,"OK","4109 Mt Vernon Avenue
Alexandria  VA 22305","4109 Mt Vernon Ave, Alexandria, VA 22305, USA","ROOFTOP",c(-77.0637768, 38.8431909)
"77","540 948-6845","F ox Run Organic Farm",1,"OK","7580 Oak Grove Road Marshall  VA 20115","7580 Oak Grove Rd, Marshall, VA 20115, USA","RANGE_INTERPOLATED",c(-77.8320596, 38.9564688)
"78","757 218-4520","F ox Wire Farm at Toano, LLC",1,"OK","300 Turners Neck Road Toano  VA 23168","300 Turners Neck Rd, Toano, VA 23168, USA","ROOFTOP",c(-76.8421709, 37.336761)
"79","434 579-4160","F ranchesca's Dawn Farm",1,"OK","2137 Clays Mill Road Halifax  VA 24558","2137 Clays Mill Rd, Halifax, VA 24558, USA","ROOFTOP",c(-78.8920506, 36.8398459)
"80","757 539-5324","F ull Quiver Farm",1,"OK","2801 Manning Road
Suffolk  VA 23434","2801 Manning Rd, Suffolk, VA 23434, USA","GEOMETRIC_CENTER",c(-76.6792602, 36.6645273)
"81","276 429-5038","G lade Spring Farmers Market",1,"OK","100 Town Square Street Glade Spring  VA 24340","100 Town Square St, Glade Spring, VA 24340, USA","RANGE_INTERPOLATED",c(-81.7716844, 36.7901231)
"82","434 985-6663","G reene Farmers Market",1,"OK","42 Carmen Place
Ruckersville  VA 22968","42 Carmen Pl, Ruckersville, VA 22968, USA","ROOFTOP",c(-78.3842207, 38.2337222)
"83",NA,"G rey Acres",1,"OK","1675 Old Church Road Mechanicsville  VA 23111","1675 Old Church Rd, Mechanicsville, VA 23111, USA","ROOFTOP",c(-77.1630082, 37.627606)
"84","434 542-4920","H &H Farm",1,"OK","318 Log House Lane
Charlotte Court Hous  VA 23923","Log House Ln, Madison, VA 23923, USA","GEOMETRIC_CENTER",c(-78.70367, 37.1029289)
"85","540 247-4666","H ackwood Farm",1,"OK","534 Redbud Road
Winchester  VA 22603","534 Redbud Rd, Winchester, VA 22603, USA","RANGE_INTERPOLATED",c(-78.1262091, 39.2104173)
"86","434 476-2343","H alifax Farmers Market",1,"OK","209 S. Main Street Halifax  VA 24558","209 S Main St, Halifax, VA 24558, USA","ROOFTOP",c(-78.9281375, 36.7632075)
"87","434 265-0921","H ammten Farms",1,"OK","1234 Smith Cross Rds.
South Hill  VA 23970","1234 Smith Cross Rd, South Hill, VA 23970, USA","ROOFTOP",c(-78.2021542, 36.6584078)
"88","804 387-5175","H appy Rooster Farm",1,"OK","806 Huffville Road
Pilot  VA 24138","806 Huffville Rd NE, Pilot, VA 24138, USA","ROOFTOP",c(-80.2775489, 37.0594603)
"89","434 942-8034","H awk Hollow Greenhouse and Farm",1,"OK","1293 Oak Park Road Madison  VA 22727","1293 Oak Park Rd, Madison, VA 22727, USA","ROOFTOP",c(-78.2430474, 38.3671323)
"90","503 758-2093","H aymarket Thursday Afternoon Market",1,"OK","16015 John Marshall Highway Broad Run  VA 20137","16015 John Marshall Hwy, Broad Run, VA 20137, USA","ROOFTOP",c(-77.666734, 38.818371)
"91","919 451-4356","H enrico Farms",1,"OK","581 Henrico Road
Buffalo Junction  VA 24529","581 Henrico Rd, Buffalo Junction, VA 24529, USA","ROOFTOP",c(-78.6236106, 36.5493255)
"92","804 526-6376","H idden Haven",1,"OK","14704 Harrowgate Road
Chester  VA 23831","14704 Harrowgate Rd, Chester, VA 23831, USA","ROOFTOP",c(-77.4343618, 37.3151631)
"93","540 879-2054","H idden Hollow Farm",1,"OK","4034 Lumber Mill Road Dayton  VA 22821","4034 Lumber Mill Rd, Dayton, VA 22821, USA","ROOFTOP",c(-79.0206147, 38.4306335)
"94","540 468-1922","H ighland Farmers' Market",1,"OK","61 Highland Center Drive Monterey  VA 24465","61 Highland Center Dr, Monterey, VA 24465, USA","ROOFTOP",c(-79.5867691, 38.4099526)
"95","410 980-9793","H illsboro Farmers Market at the Old Stone School",1,"OK","37098 Charles Town Pike Hillsboro  VA 20132","37098 Charles Town Pike, Purcellville, VA 20132, USA","ROOFTOP",c(-77.7203935, 39.1984842)
"96","434 770-8500","H og Haven Farms, LLC",1,"OK","1771 McDaniel Road
Bedford  VA 24523","1771 McDaniel Rd, Bedford, VA 24523, USA","ROOFTOP",c(-79.5043531, 37.2835193)
"97","804 758-3639","H olly Hill Organic Farm",1,"OK","2179 Water View Road Water View  VA 23180","2179 Water View Rd, Water View, VA 23180, USA","ROOFTOP",c(-76.6530742, 37.7015462)
"98","434 987-3402","H ope of Glory Farm, LLC",1,"OK","86 Old Spring Hill Rd.
Scottsville  VA 24590","86 Old Spring Hill, Scottsville, VA 24590, USA","ROOFTOP",c(-78.4624139, 37.8103615)
"99","804 320-1317","H uguenot-Robious Farmers' Market at the Great Big Greenhouse",1,"OK","2051 Huguenot Road
Richmond  VA 23235","2051 Huguenot Rd, Richmond, VA 23235, USA","ROOFTOP",c(-77.610398, 37.519516)
"100","434 724-1392","J erread Farm",1,"OK","295 Cavalry Road
Chatham  VA 24531","295 Cavalry Rd, Chatham, VA 24531, USA","RANGE_INTERPOLATED",c(-79.6007865, 36.8645688)
"101","804 938-5868","J ust Picked Farm",1,"OK","15911 Saint Peters Church Road Montpelier  VA 23192","15911 St Peters Church Rd, Montpelier, VA 23192, USA","ROOFTOP",c(-77.6416543, 37.7594447)
"102","804 767-0530","K eenbell Farm",1,"OK","18437 Vontay Rd Rockville  VA 23146","18437 Vontay Rd, Rockville, VA 23146, USA","ROOFTOP",c(-77.7419654, 37.7543062)
"103","804 556-5526","K ilravock Ranch",1,"OK","478 River Bend Drive Bumpass  VA 23024","478 River Bend Dr, Bumpass, VA 23024, USA","ROOFTOP",c(-77.8234607, 37.788121)
"104","276 496-4738","K im Allison Eller",1,"OK","32238 Poor Valley Rd
Saltville  VA 24370","32238 Poor Valley Rd, Saltville, VA 24370, USA","ROOFTOP",c(-81.8103735, 36.8915794)
"105","757 484-4421","L F Market",1,"OK","5800 Knotts Neck Road Suffolk  VA 23435","5800 Knotts Neck Rd, Suffolk, VA 23435, USA","GEOMETRIC_CENTER",c(-76.4635387, 36.8649382)
"106","804 403-3452","L aingcroft Farm PO Box",1,"OK","PO Box 887 Powhatan  VA 23139","Powhatan, VA 23139, USA","APPROXIMATE",c(-77.9188239, 37.5415273)
"107","276 889-7200","L ebanon Farmers Market",1,"OK","137 Highland Drive Lebanon  VA 24266","137 Highland Dr, Lebanon, VA 24266, USA","ROOFTOP",c(-82.0685396, 36.9061599)
"108","540 273-8125","L iberty Rock Spring Farm",1,"OK","4296 Leedstown Road
Colonial Beach  VA 22443","4296 Leedstown Rd, Colonial Beach, VA 22443, USA","ROOFTOP",c(-77.0127058, 38.1307967)
"109","540 817-0288","L iving Water Farm",1,"OK","605 N. Red Mill Road
Natural Bridge  VA 24578","N Red Mill Rd, Buffalo, VA 24578, USA","GEOMETRIC_CENTER",c(-79.5588849, 37.6453273)
"110","757 679-4368","L one Sycamore Farm",1,"OK","1952 White Marsh Road Suffolk  VA 23434","1952 White Marsh Rd, Suffolk, VA 23434, USA","ROOFTOP",c(-76.558515, 36.684993)
"111","540 241-3701","L ong Meadow Tree Farm and Market",1,"OK","296 Miller Road
Waynesboro  VA 22980","296 Miller Rd, Waynesboro, VA 22980, USA","ROOFTOP",c(-78.929559, 38.137231)
"112","540 454.-505","L ong Stone Farm",1,"OK","38212 L Lane
Lovettsville  VA 20180","38212 Long Ln, Lovettsville, VA 20180, USA","ROOFTOP",c(-77.6776435, 39.2901849)
"113","540 454-8089","L oudoun's Farmers' Market P.O. Box",1,"OK","716 Hamilton  VA 20159","Hamilton, VA 20159, USA","APPROXIMATE",c(-77.66, 39.14)
"114","804 758-5094","L overs Retreat Dairy",1,"OK","280 Gloucester Road
Saluda  VA 23149","280 Gloucester Rd, Saluda, VA 23149, USA","ROOFTOP",c(-76.6016233, 37.5979263)
"115","804 514-2893","M . W. Hudgins Farming",1,"OK","11709 Beach Road
Chesterfield  VA 23838","11709 Beach Rd, Chesterfield, VA 23838, USA","ROOFTOP",c(-77.6009155, 37.3514442)
"116","276 928-1231","M any Blue Hills",1,"OK","414 Niday Drive
Rocky Gap  VA 24366","Niday, District 4, VA 24124, USA","APPROXIMATE",c(-81.0289752, 37.2548413)
"117","540 537-2584","M ayhew's Farm and Landscaping",1,"OK","1371 Dozer Lane
Bedford  VA 24523","1371 Dozer Ln, Bedford, VA 24523, USA","ROOFTOP",c(-79.5611068, 37.2140801)
"118","540 687-5152","M iddleburg Farmers Market",1,"OK","200 Stonewall Avenue
Middleburg  VA 20117","200 Stonewall Ave, Middleburg, VA 20117, USA","ROOFTOP",c(-77.738882, 38.9689686)
"119","540 854-7626","M ineral Farmers Market",1,"OK","81 Louisa Avenue
Mineral  VA 23117","81 Louisa Ave, Mineral, VA 23117, USA","RANGE_INTERPOLATED",c(-77.9076643, 38.0127639)
"120","571 379-2212","M isty Meadow Farm",1,"OK","9328 Meetze Road
Midland  VA 22728","9328 Meetze Rd, Midland, VA 22728, USA","ROOFTOP",c(-77.739768, 38.650551)
"121","434 753-1660","M isty Meadows Farm, LLC",1,"OK","13185 River Road
South Boston  VA 24592","13185 River Rd, South Boston, VA 24592, USA","ROOFTOP",c(-79.1064705, 36.6662437)
"122",NA,"M isty Morning Sunrise Farm",1,"OK","7114 Coleman's Lake Road
Church R","7114 Colemans Lake Rd, Church Rd, VA 23833, USA","ROOFTOP",c(-77.7061695, 37.1738159)
"123","540 489-1209","M organ Creek Farm LLC",1,"OK","395 Tulip Lane
Glade Hill  VA 24092","395 Tulip Ln, Glade Hill, VA 24092, USA","ROOFTOP",c(-79.7874436, 37.054335)
"124","804 239-7702","M orning Glory Farm",1,"OK","100 Bellwood St
West Point  VA 23181","100 Bellwood St, West Point, VA 23181, USA","ROOFTOP",c(-76.806029, 37.547589)
"125","757 482-0739","M ount Pleasant Farms",1,"OK","2201 Mt. Pleasant Road Chesapeake  VA 23322","2201 Mt Pleasant Rd, Chesapeake, VA 23322, USA","ROOFTOP",c(-76.141916, 36.711435)
"126",NA,"M outoux Orchard",1,"OK","15290 Purcelville Road
Purcelvi","15290 Purcellville Rd, Purcellville, VA 20132, USA","ROOFTOP",c(-77.690184, 39.195476)
"127","540 459-8645","M owery Orchard LLC",1,"OK","24247 Senedo Road
Woodstock  VA 22664","24247 Senedo Rd, Woodstock, VA 22664, USA","ROOFTOP",c(-78.5365591, 38.873664)
"128","540 888-3090","N B Market, Inc.",1,"OK","5057 Northwestern Pike
Gore  VA 22603","5057 Northwestern Turnpike, Gore, VA 22637, USA","ROOFTOP",c(-78.2913692, 39.2333055)
"129","434 409-0608","N atural Roots Farm",1,"OK","Ballards Mill Road Free Union  VA 22940","Ballards Mill Rd, Free Union, VA 22940, USA","GEOMETRIC_CENTER",c(-78.599867, 38.1452303)
"130","434 760-6655","N elson Farmers Market Co-Op",1,"OK","3079 Rockfish Valley Highway
Nellysford  VA 22958","3079 Rockfish Valley Hwy, Nellysford, VA 22958, USA","ROOFTOP",c(-78.8706863, 37.8924283)
"131","703 542-6226","N ew Asbury Farm",1,"OK","41469 Springvalley Lane
Leesburg  VA 20175","41469 Springvalley Ln, Leesburg, VA 20175, USA","ROOFTOP",c(-77.567994, 39.000663)
"132","434 315-3212","N ew Beginning Farm",1,"OK","780 Butterwood RoadCharlotte C.H.  VA 23923","780 Butterwood Rd, Phenix, VA 23959, USA","RANGE_INTERPOLATED",c(-78.7242237, 37.1502742)
"133","757 427-6515","N ew Earth Farm and Compost Company",1,"OK","2280 London Bridge Road Virginia Beach  VA 23456","2280 London Bridge Rd, Virginia Beach, VA 23456, USA","ROOFTOP",c(-76.0251679, 36.7776629)
"134","434 660-0241","N ostalgic Traditions Farm",1,"OK","1955 Eagle Point Rd Huddleston  VA 24104","1955 Eagle Point Rd, Huddleston, VA 24104, USA","ROOFTOP",c(-79.4055685, 37.200638)
"135","804 450-6221","O ' Cluck Poultry Farms, LLC",1,"OK","1890 Mundy Point Road Callao  VA 22435","1890 Mundy Point Rd, Callao, VA 22435, USA","ROOFTOP",c(-76.5563674, 38.0109652)
"136","757 814-4186","O ld MCConnell's Farm",1,"OK","822 Golden Hill Road Elberon  VA 23846","822 Golden Hill Rd, Elberon, VA 23846, USA","ROOFTOP",c(-76.8358662, 37.0794066)
