"","date","hits","keyword","geo","time","gprop","category"
"172",2014-04-01,63,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"173",2014-05-01,44,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"174",2014-06-01,41,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"175",2014-07-01,25,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"176",2014-08-01,21,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"177",2014-09-01,8,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"178",2014-10-01,19,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"179",2014-11-01,13,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"180",2014-12-01,16,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"181",2015-01-01,13,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"182",2015-02-01,21,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"183",2015-03-01,42,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"184",2015-04-01,76,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"185",2015-05-01,57,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"186",2015-06-01,25,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"187",2015-07-01,19,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"188",2015-08-01,19,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"189",2015-09-01,23,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"190",2015-10-01,9,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"191",2015-11-01,18,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"192",2015-12-01,9,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"193",2016-01-01,9,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"194",2016-02-01,26,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"195",2016-03-01,62,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"196",2016-04-01,50,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"197",2016-05-01,20,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"198",2016-06-01,30,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"199",2016-07-01,23,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"200",2016-08-01,18,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"201",2016-09-01,17,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"202",2016-10-01,16,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"203",2016-11-01,16,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"204",2016-12-01,30,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"205",2017-01-01,22,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"206",2017-02-01,36,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"207",2017-03-01,92,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"208",2017-04-01,60,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"209",2017-05-01,37,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"210",2017-06-01,40,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"211",2017-07-01,33,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"212",2017-08-01,23,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"213",2017-09-01,20,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"214",2017-10-01,11,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"215",2017-11-01,20,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"216",2017-12-01,16,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"217",2018-01-01,16,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"218",2018-02-01,43,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"219",2018-03-01,94,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"220",2018-04-01,72,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"221",2018-05-01,51,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"222",2018-06-01,33,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"223",2018-07-01,17,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"224",2018-08-01,22,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"225",2018-09-01,13,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"226",2018-10-01,8,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"227",2018-11-01,8,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"228",2018-12-01,20,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"229",2019-01-01,31,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"230",2019-02-01,29,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"231",2019-03-01,65,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"232",2019-04-01,64,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"233",2019-05-01,43,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"234",2019-06-01,17,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"235",2019-07-01,21,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"236",2019-08-01,29,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"237",2019-09-01,31,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"238",2019-10-01,26,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"239",2019-11-01,8,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"240",2019-12-01,12,"""baby chicks""","US-DC-511","2010-01-01 2019-12-31","web",0
"241",2010-01-01,0,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"242",2010-02-01,84,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"243",2010-03-01,76,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"244",2010-04-01,79,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"245",2010-05-01,0,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"246",2010-06-01,0,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"247",2010-07-01,0,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"248",2010-08-01,84,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"249",2010-09-01,0,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"250",2010-10-01,77,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"251",2010-11-01,0,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"252",2010-12-01,0,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"253",2011-01-01,41,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"254",2011-02-01,0,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"255",2011-03-01,75,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"256",2011-04-01,84,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"257",2011-05-01,41,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"258",2011-06-01,42,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"259",2011-07-01,43,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"260",2011-08-01,0,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"261",2011-09-01,0,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"262",2011-10-01,38,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"263",2011-11-01,0,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"264",2011-12-01,35,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"265",2012-01-01,0,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"266",2012-02-01,0,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"267",2012-03-01,69,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"268",2012-04-01,54,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"269",2012-05-01,66,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"270",2012-06-01,39,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"271",2012-07-01,91,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"272",2012-08-01,0,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"273",2012-09-01,53,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"274",2012-10-01,0,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"275",2012-11-01,0,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"276",2012-12-01,35,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"277",2013-01-01,0,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"278",2013-02-01,99,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"279",2013-03-01,100,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"280",2013-04-01,44,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"281",2013-05-01,29,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"282",2013-06-01,32,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"283",2013-07-01,26,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"284",2013-08-01,0,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"285",2013-09-01,29,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"286",2013-10-01,0,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"287",2013-11-01,0,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"288",2013-12-01,28,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"289",2014-01-01,0,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"290",2014-02-01,0,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"291",2014-03-01,27,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"292",2014-04-01,45,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"293",2014-05-01,48,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"294",2014-06-01,37,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"295",2014-07-01,35,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"296",2014-08-01,0,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"297",2014-09-01,32,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
"298",2014-10-01,0,"""baby chicks""","US-MD-512","2010-01-01 2019-12-31","web",0
